"","Indicator.Title","Observable.Type","Indicator.Types","TTP.Type","TTP.Name","Domain","URI","IP","File.Format","Indicator.Description","Observable.Description","TTP.Description","Received.Time","New_Received_Time","Year","Country","Month"
"1991","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.coolfox.pp.ua","http://www.coolfox.pp.ua/adminpanel/facts/config.bin","","bin","This domain www.coolfox.pp.ua has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.coolfox.pp.ua].","URI: http://www.coolfox.pp.ua/adminpanel/facts/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-03T17:53:33+00:00",2014-11-03 17:53:33,2014,"","Nov"
"1997","ZeuS","Domain","Domain Watchlist-URL Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","belover.fr","http://belover.fr/js/j.php","","","This domain belover.fr has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=belover.fr].","Domain: belover.fr | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-03T17:53:33+00:00",2014-11-03 17:53:33,2014,"","Nov"
"2013","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","e-rbi.org","http://e-rbi.org/03/serverphp/cfg.bin","","bin","This domain e-rbi.org has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=e-rbi.org].","URI: http://e-rbi.org/03/serverphp/cfg.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2016","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","paulinus.org.in","http://paulinus.org.in/done/nick/panel/config.bin","","bin","This domain paulinus.org.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=paulinus.org.in].","Domain: paulinus.org.in | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2028","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","178.132.200.66","","This IP address 178.132.200.66 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/178.132.200.66].","IPv4: 178.132.200.66 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2034","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","188.226.167.246","","This IP address 188.226.167.246 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/188.226.167.246].","IPv4: 188.226.167.246 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2040","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","83.17.220.66","","This IP address 83.17.220.66 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/83.17.220.66].","IPv4: 83.17.220.66 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2061","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","62.76.47.56","","This IP address 62.76.47.56 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/62.76.47.56].","IPv4: 62.76.47.56 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2062","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","requipsol.es","http://requipsol.es/user/config.bin","","bin","This domain requipsol.es has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=requipsol.es].","Domain: requipsol.es | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-31T14:50:30+00:00",2014-10-31 14:50:30,2014,"","Oct"
"2065","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","103.25.59.120","","This IP address 103.25.59.120 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/103.25.59.120].","IPv4: 103.25.59.120 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2068","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","130.133.3.7","","This IP address 130.133.3.7 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/130.133.3.7].","IPv4: 130.133.3.7 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2076","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","murabakasi.ru","","","","This domain murabakasi.ru has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/murabakasi.ru].","Domain: murabakasi.ru | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2084","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","188.93.174.136","","This IP address 188.93.174.136 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/188.93.174.136].","IPv4: 188.93.174.136 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2085","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","87.106.84.226","","This IP address 87.106.84.226 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/87.106.84.226].","IPv4: 87.106.84.226 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2087","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","bestofthewest.ru","","","","This domain bestofthewest.ru has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/bestofthewest.ru].","Domain: bestofthewest.ru | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2088","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","58.97.0.5","","This IP address 58.97.0.5 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/58.97.0.5].","IPv4: 58.97.0.5 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2095","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","apple-trusted.com","http://apple-trusted.com/serverphp/config.bin","","bin","This domain apple-trusted.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=apple-trusted.com].","Domain: apple-trusted.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-03T17:53:33+00:00",2014-11-03 17:53:33,2014,"","Nov"
"2096","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.klongwan.go.th","http://www.klongwan.go.th/tes/klon.bin","","bin","This domain www.klongwan.go.th has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.klongwan.go.th].","FileName: klon.bin | FileHash: d035310e6f3d35f2452549d876d560d4 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2097","ZeuS","URI","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://104.192.103.20/sd/wl/panel/config.bin","104.192.103.20","bin","This IP address 104.192.103.20 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=104.192.103.20].","URI: http://104.192.103.20/sd/wl/panel/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"2099","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","iqhbyacfnea.com","","","","This domain iqhbyacfnea.com has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/iqhbyacfnea.com].","Domain: iqhbyacfnea.com | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2101","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","sip1distribution.com","http://sip1distribution.com/.zerd/config.bin","","bin","This domain sip1distribution.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=sip1distribution.com].","Domain: sip1distribution.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2104","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.banknotice.in","http://www.banknotice.in/shakur/config.bin","","bin","This domain www.banknotice.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.banknotice.in].","Domain: www.banknotice.in | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2128","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","120.138.19.16","","This IP address 120.138.19.16 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/120.138.19.16].","IPv4: 120.138.19.16 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2140","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","smarthous.com.ua","http://smarthous.com.ua/wp-content/components/stream/redirect/config.bin","","bin","This domain smarthous.com.ua has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=smarthous.com.ua].","FileName: config.bin | FileHash: 641485825ed468ce6ada7a0d5869e066 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-04T16:05:02+00:00",2014-11-04 16:05:02,2014,"","Nov"
"2152","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","119.59.124.231","","This IP address 119.59.124.231 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/119.59.124.231].","IPv4: 119.59.124.231 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2173","ZeuS","IP","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://185.7.34.251/~kally867/doitall/config.bin","185.7.34.251","bin","This IP address 185.7.34.251 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=185.7.34.251].","IPv4: 185.7.34.251 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-20T19:29:30+00:00",2014-10-20 19:29:30,2014,"","Oct"
